Laikotarpis;Rodiklis;Administracinė teritorija;Lytis;Matavimo vienetai;Reikšmė
2015;Medianinis gyventojų amžius metų pradžioje;Jonavos r. sav.;Moterys;metai;45.0
2016;Medianinis gyventojų amžius metų pradžioje;Jonavos r. sav.;Moterys;metai;46.0
2017;Medianinis gyventojų amžius metų pradžioje;Jonavos r. sav.;Moterys;metai;46.0
2018;Medianinis gyventojų amžius metų pradžioje;Jonavos r. sav.;Moterys;metai;47.0
2019;Medianinis gyventojų amžius metų pradžioje;Jonavos r. sav.;Moterys;metai;48.0
2001;Medianinis gyventojų amžius metų pradžioje;Kaišiadorių r. sav.;Moterys;metai;40.0
2002;Medianinis gyventojų amžius metų pradžioje;Kaišiadorių r. sav.;Moterys;metai;41.0
2003;Medianinis gyventojų amžius metų pradžioje;Kaišiadorių r. sav.;Moterys;metai;41.0
2004;Medianinis gyventojų amžius metų pradžioje;Kaišiadorių r. sav.;Moterys;metai;42.0
2005;Medianinis gyventojų amžius metų pradžioje;Kaišiadorių r. sav.;Moterys;metai;42.0
2006;Medianinis gyventojų amžius metų pradžioje;Kaišiadorių r. sav.;Moterys;metai;43.0
2007;Medianinis gyventojų amžius metų pradžioje;Kaišiadorių r. sav.;Moterys;metai;43.0
2008;Medianinis gyventojų amžius metų pradžioje;Kaišiadorių r. sav.;Moterys;metai;43.0
2009;Medianinis gyventojų amžius metų pradžioje;Kaišiadorių r. sav.;Moterys;metai;44.0
2010;Medianinis gyventojų amžius metų pradžioje;Kaišiadorių r. sav.;Moterys;metai;44.0
2011;Medianinis gyventojų amžius metų pradžioje;Kaišiadorių r. sav.;Moterys;metai;45.0
2012;Medianinis gyventojų amžius metų pradžioje;Kaišiadorių r. sav.;Moterys;metai;45.0
2013;Medianinis gyventojų amžius metų pradžioje;Kaišiadorių r. sav.;Moterys;metai;46.0
2014;Medianinis gyventojų amžius metų pradžioje;Kaišiadorių r. sav.;Moterys;metai;46.0
2015;Medianinis gyventojų amžius metų pradžioje;Kaišiadorių r. sav.;Moterys;metai;47.0
2016;Medianinis gyventojų amžius metų pradžioje;Kaišiadorių r. sav.;Moterys;metai;47.0
2017;Medianinis gyventojų amžius metų pradžioje;Kaišiadorių r. sav.;Moterys;metai;48.0
2018;Medianinis gyventojų amžius metų pradžioje;Kaišiadorių r. sav.;Moterys;metai;48.0
2019;Medianinis gyventojų amžius metų pradžioje;Kaišiadorių r. sav.;Moterys;metai;49.0
2001;Medianinis gyventojų amžius metų pradžioje;Kauno m. sav.;Moterys;metai;38.0
2002;Medianinis gyventojų amžius metų pradžioje;Kauno m. sav.;Moterys;metai;39.0
2003;Medianinis gyventojų amžius metų pradžioje;Kauno m. sav.;Moterys;metai;39.0
2004;Medianinis gyventojų amžius metų pradžioje;Kauno m. sav.;Moterys;metai;40.0
2005;Medianinis gyventojų amžius metų pradžioje;Kauno m. sav.;Moterys;metai;41.0
2006;Medianinis gyventojų amžius metų pradžioje;Kauno m. sav.;Moterys;metai;41.0
2007;Medianinis gyventojų amžius metų pradžioje;Kauno m. sav.;Moterys;metai;42.0
2008;Medianinis gyventojų amžius metų pradžioje;Kauno m. sav.;Moterys;metai;42.0
2009;Medianinis gyventojų amžius metų pradžioje;Kauno m. sav.;Moterys;metai;43.0
2010;Medianinis gyventojų amžius metų pradžioje;Kauno m. sav.;Moterys;metai;43.0
2011;Medianinis gyventojų amžius metų pradžioje;Kauno m. sav.;Moterys;metai;44.0
2012;Medianinis gyventojų amžius metų pradžioje;Kauno m. sav.;Moterys;metai;45.0
2013;Medianinis gyventojų amžius metų pradžioje;Kauno m. sav.;Moterys;metai;45.0
2014;Medianinis gyventojų amžius metų pradžioje;Kauno m. sav.;Moterys;metai;45.0
2015;Medianinis gyventojų amžius metų pradžioje;Kauno m. sav.;Moterys;metai;45.0
2016;Medianinis gyventojų amžius metų pradžioje;Kauno m. sav.;Moterys;metai;46.0
2017;Medianinis gyventojų amžius metų pradžioje;Kauno m. sav.;Moterys;metai;46.0
2018;Medianinis gyventojų amžius metų pradžioje;Kauno m. sav.;Moterys;metai;46.0
2019;Medianinis gyventojų amžius metų pradžioje;Kauno m. sav.;Moterys;metai;47.0
2001;Medianinis gyventojų amžius metų pradžioje;Kauno r. sav.;Moterys;metai;36.0
2002;Medianinis gyventojų amžius metų pradžioje;Kauno r. sav.;Moterys;metai;37.0
2003;Medianinis gyventojų amžius metų pradžioje;Kauno r. sav.;Moterys;metai;37.0
2004;Medianinis gyventojų amžius metų pradžioje;Kauno r. sav.;Moterys;metai;38.0
2005;Medianinis gyventojų amžius metų pradžioje;Kauno r. sav.;Moterys;metai;38.0
2006;Medianinis gyventojų amžius metų pradžioje;Kauno r. sav.;Moterys;metai;39.0
2007;Medianinis gyventojų amžius metų pradžioje;Kauno r. sav.;Moterys;metai;39.0
2008;Medianinis gyventojų amžius metų pradžioje;Kauno r. sav.;Moterys;metai;40.0
2009;Medianinis gyventojų amžius metų pradžioje;Kauno r. sav.;Moterys;metai;40.0
2010;Medianinis gyventojų amžius metų pradžioje;Kauno r. sav.;Moterys;metai;40.0
2011;Medianinis gyventojų amžius metų pradžioje;Kauno r. sav.;Moterys;metai;40.0
2012;Medianinis gyventojų amžius metų pradžioje;Kauno r. sav.;Moterys;metai;41.0
2013;Medianinis gyventojų amžius metų pradžioje;Kauno r. sav.;Moterys;metai;41.0
2014;Medianinis gyventojų amžius metų pradžioje;Kauno r. sav.;Moterys;metai;41.0
2015;Medianinis gyventojų amžius metų pradžioje;Kauno r. sav.;Moterys;metai;42.0
2016;Medianinis gyventojų amžius metų pradžioje;Kauno r. sav.;Moterys;metai;42.0
2017;Medianinis gyventojų amžius metų pradžioje;Kauno r. sav.;Moterys;metai;42.0
2018;Medianinis gyventojų amžius metų pradžioje;Kauno r. sav.;Moterys;metai;42.0
2019;Medianinis gyventojų amžius metų pradžioje;Kauno r. sav.;Moterys;metai;42.0
2001;Medianinis gyventojų amžius metų pradžioje;Kėdainių r. sav.;Moterys;metai;39.0
2002;Medianinis gyventojų amžius metų pradžioje;Kėdainių r. sav.;Moterys;metai;39.0
2003;Medianinis gyventojų amžius metų pradžioje;Kėdainių r. sav.;Moterys;metai;40.0
2004;Medianinis gyventojų amžius metų pradžioje;Kėdainių r. sav.;Moterys;metai;40.0
2005;Medianinis gyventojų amžius metų pradžioje;Kėdainių r. sav.;Moterys;metai;41.0
2006;Medianinis gyventojų amžius metų pradžioje;Kėdainių r. sav.;Moterys;metai;41.0
2007;Medianinis gyventojų amžius metų pradžioje;Kėdainių r. sav.;Moterys;metai;42.0
2008;Medianinis gyventojų amžius metų pradžioje;Kėdainių r. sav.;Moterys;metai;42.0
2009;Medianinis gyventojų amžius metų pradžioje;Kėdainių r. sav.;Moterys;metai;43.0
2010;Medianinis gyventojų amžius metų pradžioje;Kėdainių r. sav.;Moterys;metai;43.0
2011;Medianinis gyventojų amžius metų pradžioje;Kėdainių r. sav.;Moterys;metai;45.0
2012;Medianinis gyventojų amžius metų pradžioje;Kėdainių r. sav.;Moterys;metai;46.0
2013;Medianinis gyventojų amžius metų pradžioje;Kėdainių r. sav.;Moterys;metai;46.0
2014;Medianinis gyventojų amžius metų pradžioje;Kėdainių r. sav.;Moterys;metai;47.0
2015;Medianinis gyventojų amžius metų pradžioje;Kėdainių r. sav.;Moterys;metai;48.0
2016;Medianinis gyventojų amžius metų pradžioje;Kėdainių r. sav.;Moterys;metai;48.0
2017;Medianinis gyventojų amžius metų pradžioje;Kėdainių r. sav.;Moterys;metai;49.0
2018;Medianinis gyventojų amžius metų pradžioje;Kėdainių r. sav.;Moterys;metai;50.0
2019;Medianinis gyventojų amžius metų pradžioje;Kėdainių r. sav.;Moterys;metai;50.0
2001;Medianinis gyventojų amžius metų pradžioje;Prienų r. sav.;Moterys;metai;41.0
2002;Medianinis gyventojų amžius metų pradžioje;Prienų r. sav.;Moterys;metai;42.0
2003;Medianinis gyventojų amžius metų pradžioje;Prienų r. sav.;Moterys;metai;42.0
2004;Medianinis gyventojų amžius metų pradžioje;Prienų r. sav.;Moterys;metai;43.0
2005;Medianinis gyventojų amžius metų pradžioje;Prienų r. sav.;Moterys;metai;43.0
2006;Medianinis gyventojų amžius metų pradžioje;Prienų r. sav.;Moterys;metai;44.0
2007;Medianinis gyventojų amžius metų pradžioje;Prienų r. sav.;Moterys;metai;45.0
2008;Medianinis gyventojų amžius metų pradžioje;Prienų r. sav.;Moterys;metai;45.0
2009;Medianinis gyventojų amžius metų pradžioje;Prienų r. sav.;Moterys;metai;45.0
2010;Medianinis gyventojų amžius metų pradžioje;Prienų r. sav.;Moterys;metai;46.0
2011;Medianinis gyventojų amžius metų pradžioje;Prienų r. sav.;Moterys;metai;47.0
2012;Medianinis gyventojų amžius metų pradžioje;Prienų r. sav.;Moterys;metai;47.0
2013;Medianinis gyventojų amžius metų pradžioje;Prienų r. sav.;Moterys;metai;48.0
2014;Medianinis gyventojų amžius metų pradžioje;Prienų r. sav.;Moterys;metai;48.0
2015;Medianinis gyventojų amžius metų pradžioje;Prienų r. sav.;Moterys;metai;49.0
2016;Medianinis gyventojų amžius metų pradžioje;Prienų r. sav.;Moterys;metai;49.0
2017;Medianinis gyventojų amžius metų pradžioje;Prienų r. sav.;Moterys;metai;50.0
2018;Medianinis gyventojų amžius metų pradžioje;Prienų r. sav.;Moterys;metai;50.0
2019;Medianinis gyventojų amžius metų pradžioje;Prienų r. sav.;Moterys;metai;51.0
2001;Medianinis gyventojų amžius metų pradžioje;Raseinių r. sav.;Moterys;metai;40.0
2002;Medianinis gyventojų amžius metų pradžioje;Raseinių r. sav.;Moterys;metai;40.0
2003;Medianinis gyventojų amžius metų pradžioje;Raseinių r. sav.;Moterys;metai;41.0
2004;Medianinis gyventojų amžius metų pradžioje;Raseinių r. sav.;Moterys;metai;41.0
2005;Medianinis gyventojų amžius metų pradžioje;Raseinių r. sav.;Moterys;metai;42.0
2006;Medianinis gyventojų amžius metų pradžioje;Raseinių r. sav.;Moterys;metai;43.0
2007;Medianinis gyventojų amžius metų pradžioje;Raseinių r. sav.;Moterys;metai;43.0
2008;Medianinis gyventojų amžius metų pradžioje;Raseinių r. sav.;Moterys;metai;44.0
2009;Medianinis gyventojų amžius metų pradžioje;Raseinių r. sav.;Moterys;metai;44.0
2010;Medianinis gyventojų amžius metų pradžioje;Raseinių r. sav.;Moterys;metai;45.0
2011;Medianinis gyventojų amžius metų pradžioje;Raseinių r. sav.;Moterys;metai;46.0
2012;Medianinis gyventojų amžius metų pradžioje;Raseinių r. sav.;Moterys;metai;46.0
2013;Medianinis gyventojų amžius metų pradžioje;Raseinių r. sav.;Moterys;metai;47.0
2014;Medianinis gyventojų amžius metų pradžioje;Raseinių r. sav.;Moterys;metai;47.0
2015;Medianinis gyventojų amžius metų pradžioje;Raseinių r. sav.;Moterys;metai;48.0
2016;Medianinis gyventojų amžius metų pradžioje;Raseinių r. sav.;Moterys;metai;48.0
2017;Medianinis gyventojų amžius metų pradžioje;Raseinių r. sav.;Moterys;metai;49.0
2018;Medianinis gyventojų amžius metų pradžioje;Raseinių r. sav.;Moterys;metai;50.0
2019;Medianinis gyventojų amžius metų pradžioje;Raseinių r. sav.;Moterys;metai;50.0
2001;Medianinis gyventojų amžius metų pradžioje;Klaipėdos m. sav.;Moterys;metai;38.0
2002;Medianinis gyventojų amžius metų pradžioje;Klaipėdos m. sav.;Moterys;metai;38.0
2003;Medianinis gyventojų amžius metų pradžioje;Klaipėdos m. sav.;Moterys;metai;39.0
2004;Medianinis gyventojų amžius metų pradžioje;Klaipėdos m. sav.;Moterys;metai;39.0
2005;Medianinis gyventojų amžius metų pradžioje;Klaipėdos m. sav.;Moterys;metai;40.0
2006;Medianinis gyventojų amžius metų pradžioje;Klaipėdos m. sav.;Moterys;metai;41.0
2007;Medianinis gyventojų amžius metų pradžioje;Klaipėdos m. sav.;Moterys;metai;41.0
2008;Medianinis gyventojų amžius metų pradžioje;Klaipėdos m. sav.;Moterys;metai;42.0
2009;Medianinis gyventojų amžius metų pradžioje;Klaipėdos m. sav.;Moterys;metai;42.0
2010;Medianinis gyventojų amžius metų pradžioje;Klaipėdos m. sav.;Moterys;metai;42.0
2011;Medianinis gyventojų amžius metų pradžioje;Klaipėdos m. sav.;Moterys;metai;43.0
2012;Medianinis gyventojų amžius metų pradžioje;Klaipėdos m. sav.;Moterys;metai;44.0
2013;Medianinis gyventojų amžius metų pradžioje;Klaipėdos m. sav.;Moterys;metai;44.0
2014;Medianinis gyventojų amžius metų pradžioje;Klaipėdos m. sav.;Moterys;metai;44.0
2015;Medianinis gyventojų amžius metų pradžioje;Klaipėdos m. sav.;Moterys;metai;45.0
2016;Medianinis gyventojų amžius metų pradžioje;Klaipėdos m. sav.;Moterys;metai;45.0
2017;Medianinis gyventojų amžius metų pradžioje;Klaipėdos m. sav.;Moterys;metai;45.0
2018;Medianinis gyventojų amžius metų pradžioje;Klaipėdos m. sav.;Moterys;metai;46.0
2019;Medianinis gyventojų amžius metų pradžioje;Klaipėdos m. sav.;Moterys;metai;46.0
2001;Medianinis gyventojų amžius metų pradžioje;Klaipėdos r. sav.;Moterys;metai;36.0
2002;Medianinis gyventojų amžius metų pradžioje;Klaipėdos r. sav.;Moterys;metai;37.0
2003;Medianinis gyventojų amžius metų pradžioje;Klaipėdos r. sav.;Moterys;metai;38.0
2004;Medianinis gyventojų amžius metų pradžioje;Klaipėdos r. sav.;Moterys;metai;38.0
2005;Medianinis gyventojų amžius metų pradžioje;Klaipėdos r. sav.;Moterys;metai;39.0
2006;Medianinis gyventojų amžius metų pradžioje;Klaipėdos r. sav.;Moterys;metai;39.0
2007;Medianinis gyventojų amžius metų pradžioje;Klaipėdos r. sav.;Moterys;metai;39.0
2008;Medianinis gyventojų amžius metų pradžioje;Klaipėdos r. sav.;Moterys;metai;39.0
2009;Medianinis gyventojų amžius metų pradžioje;Klaipėdos r. sav.;Moterys;metai;39.0
2010;Medianinis gyventojų amžius metų pradžioje;Klaipėdos r. sav.;Moterys;metai;40.0
2011;Medianinis gyventojų amžius metų pradžioje;Klaipėdos r. sav.;Moterys;metai;40.0
2012;Medianinis gyventojų amžius metų pradžioje;Klaipėdos r. sav.;Moterys;metai;40.0
2013;Medianinis gyventojų amžius metų pradžioje;Klaipėdos r. sav.;Moterys;metai;41.0
2014;Medianinis gyventojų amžius metų pradžioje;Klaipėdos r. sav.;Moterys;metai;41.0
2015;Medianinis gyventojų amžius metų pradžioje;Klaipėdos r. sav.;Moterys;metai;42.0
2016;Medianinis gyventojų amžius metų pradžioje;Klaipėdos r. sav.;Moterys;metai;42.0
2017;Medianinis gyventojų amžius metų pradžioje;Klaipėdos r. sav.;Moterys;metai;43.0
2018;Medianinis gyventojų amžius metų pradžioje;Klaipėdos r. sav.;Moterys;metai;43.0
2019;Medianinis gyventojų amžius metų pradžioje;Klaipėdos r. sav.;Moterys;metai;43.0
2001;Medianinis gyventojų amžius metų pradžioje;Kretingos r. sav.;Moterys;metai;36.0
2002;Medianinis gyventojų amžius metų pradžioje;Kretingos r. sav.;Moterys;metai;37.0
2003;Medianinis gyventojų amžius metų pradžioje;Kretingos r. sav.;Moterys;metai;37.0
2004;Medianinis gyventojų amžius metų pradžioje;Kretingos r. sav.;Moterys;metai;38.0
2005;Medianinis gyventojų amžius metų pradžioje;Kretingos r. sav.;Moterys;metai;38.0
2006;Medianinis gyventojų amžius metų pradžioje;Kretingos r. sav.;Moterys;metai;39.0
2007;Medianinis gyventojų amžius metų pradžioje;Kretingos r. sav.;Moterys;metai;39.0
2008;Medianinis gyventojų amžius metų pradžioje;Kretingos r. sav.;Moterys;metai;40.0
2009;Medianinis gyventojų amžius metų pradžioje;Kretingos r. sav.;Moterys;metai;40.0
2010;Medianinis gyventojų amžius metų pradžioje;Kretingos r. sav.;Moterys;metai;41.0
2011;Medianinis gyventojų amžius metų pradžioje;Kretingos r. sav.;Moterys;metai;43.0
2012;Medianinis gyventojų amžius metų pradžioje;Kretingos r. sav.;Moterys;metai;43.0
2013;Medianinis gyventojų amžius metų pradžioje;Kretingos r. sav.;Moterys;metai;44.0
2014;Medianinis gyventojų amžius metų pradžioje;Kretingos r. sav.;Moterys;metai;44.0
2015;Medianinis gyventojų amžius metų pradžioje;Kretingos r. sav.;Moterys;metai;45.0
2016;Medianinis gyventojų amžius metų pradžioje;Kretingos r. sav.;Moterys;metai;46.0
2017;Medianinis gyventojų amžius metų pradžioje;Kretingos r. sav.;Moterys;metai;46.0
2018;Medianinis gyventojų amžius metų pradžioje;Kretingos r. sav.;Moterys;metai;47.0
2019;Medianinis gyventojų amžius metų pradžioje;Kretingos r. sav.;Moterys;metai;47.0
2001;Medianinis gyventojų amžius metų pradžioje;Neringos sav.;Moterys;metai;39.0
2002;Medianinis gyventojų amžius metų pradžioje;Neringos sav.;Moterys;metai;39.0
2003;Medianinis gyventojų amžius metų pradžioje;Neringos sav.;Moterys;metai;40.0
2004;Medianinis gyventojų amžius metų pradžioje;Neringos sav.;Moterys;metai;40.0
2005;Medianinis gyventojų amžius metų pradžioje;Neringos sav.;Moterys;metai;41.0
2006;Medianinis gyventojų amžius metų pradžioje;Neringos sav.;Moterys;metai;41.0
2007;Medianinis gyventojų amžius metų pradžioje;Neringos sav.;Moterys;metai;41.0
2008;Medianinis gyventojų amžius metų pradžioje;Neringos sav.;Moterys;metai;41.0
2009;Medianinis gyventojų amžius metų pradžioje;Neringos sav.;Moterys;metai;41.0
2010;Medianinis gyventojų amžius metų pradžioje;Neringos sav.;Moterys;metai;42.0
2011;Medianinis gyventojų amžius metų pradžioje;Neringos sav.;Moterys;metai;44.0
2012;Medianinis gyventojų amžius metų pradžioje;Neringos sav.;Moterys;metai;44.0
2013;Medianinis gyventojų amžius metų pradžioje;Neringos sav.;Moterys;metai;44.0
2014;Medianinis gyventojų amžius metų pradžioje;Neringos sav.;Moterys;metai;44.0
2015;Medianinis gyventojų amžius metų pradžioje;Neringos sav.;Moterys;metai;44.0
2016;Medianinis gyventojų amžius metų pradžioje;Neringos sav.;Moterys;metai;43.0
2017;Medianinis gyventojų amžius metų pradžioje;Neringos sav.;Moterys;metai;44.0
2018;Medianinis gyventojų amžius metų pradžioje;Neringos sav.;Moterys;metai;44.0
2019;Medianinis gyventojų amžius metų pradžioje;Neringos sav.;Moterys;metai;43.0
2001;Medianinis gyventojų amžius metų pradžioje;Palangos m. sav.;Moterys;metai;39.0
2002;Medianinis gyventojų amžius metų pradžioje;Palangos m. sav.;Moterys;metai;40.0
2003;Medianinis gyventojų amžius metų pradžioje;Palangos m. sav.;Moterys;metai;40.0
2004;Medianinis gyventojų amžius metų pradžioje;Palangos m. sav.;Moterys;metai;41.0
2005;Medianinis gyventojų amžius metų pradžioje;Palangos m. sav.;Moterys;metai;42.0
2006;Medianinis gyventojų amžius metų pradžioje;Palangos m. sav.;Moterys;metai;43.0
2007;Medianinis gyventojų amžius metų pradžioje;Palangos m. sav.;Moterys;metai;44.0
2008;Medianinis gyventojų amžius metų pradžioje;Palangos m. sav.;Moterys;metai;44.0
2009;Medianinis gyventojų amžius metų pradžioje;Palangos m. sav.;Moterys;metai;45.0
2010;Medianinis gyventojų amžius metų pradžioje;Palangos m. sav.;Moterys;metai;45.0
2011;Medianinis gyventojų amžius metų pradžioje;Palangos m. sav.;Moterys;metai;47.0
2012;Medianinis gyventojų amžius metų pradžioje;Palangos m. sav.;Moterys;metai;48.0
2013;Medianinis gyventojų amžius metų pradžioje;Palangos m. sav.;Moterys;metai;49.0
2014;Medianinis gyventojų amžius metų pradžioje;Palangos m. sav.;Moterys;metai;50.0
